id,region,country,item_type,sales_channel,order_priority,order_date,order_id,ship_date,units_sold,unit_price,unit_cost,total_revenue,total_cost,total_profit,created_at,updated_at
106,"Sub-Saharan Africa",Tanzania,Snacks,Offline,L,2015-06-02T00:00:00.000000Z,787501132,2015-06-20T00:00:00.000000Z,7940,152.58,97.44,1211485.20,773673.60,437811.60,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
107,Europe,Ukraine,Fruits,Offline,H,2012-03-28T00:00:00.000000Z,270890080,2012-04-01T00:00:00.000000Z,1249,9.33,6.92,11653.17,8643.08,3010.09,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
108,"North America",Canada,Snacks,Offline,M,2014-12-09T00:00:00.000000Z,597108924,2014-12-19T00:00:00.000000Z,6655,152.58,97.44,1015419.90,648463.20,366956.70,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
109,"Sub-Saharan Africa",Eritrea,"Office Supplies",Offline,M,2013-08-17T00:00:00.000000Z,342768990,2013-10-04T00:00:00.000000Z,1816,651.21,524.96,1182597.36,953327.36,229270.00,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
110,Europe,Georgia,Fruits,Offline,L,2010-11-02T00:00:00.000000Z,854794108,2010-11-20T00:00:00.000000Z,1427,9.33,6.92,13313.91,9874.84,3439.07,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
111,Europe,Poland,Cereal,Online,C,2010-03-01T00:00:00.000000Z,400420606,2010-04-04T00:00:00.000000Z,2210,205.70,117.11,454597.00,258813.10,195783.90,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
112,"North America",Mexico,Clothes,Online,C,2012-06-27T00:00:00.000000Z,917197310,2012-08-15T00:00:00.000000Z,7921,109.28,35.84,865606.88,283888.64,581718.24,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
113,"Australia and Oceania","Papua New Guinea","Baby Food",Online,M,2012-03-05T00:00:00.000000Z,362985551,2012-04-01T00:00:00.000000Z,4346,255.28,159.42,1109446.88,692839.32,416607.56,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
114,Europe,Ukraine,Meat,Offline,M,2016-01-08T00:00:00.000000Z,365959155,2016-01-31T00:00:00.000000Z,4301,421.89,364.69,1814548.89,1568531.69,246017.20,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
115,"Sub-Saharan Africa",Niger,Beverages,Offline,L,2016-09-24T00:00:00.000000Z,374604451,2016-09-26T00:00:00.000000Z,2636,47.45,31.79,125078.20,83798.44,41279.76,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
116,"Australia and Oceania","New Zealand",Household,Offline,H,2011-11-16T00:00:00.000000Z,807720267,2011-12-08T00:00:00.000000Z,1231,668.27,502.54,822640.37,618626.74,204013.63,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
117,"Sub-Saharan Africa",Nigeria,Cosmetics,Online,M,2015-03-22T00:00:00.000000Z,804417932,2015-05-10T00:00:00.000000Z,3997,437.20,263.33,1747488.40,1052530.01,694958.39,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
118,"Sub-Saharan Africa",Madagascar,Beverages,Offline,C,2015-02-09T00:00:00.000000Z,474121272,2015-03-22T00:00:00.000000Z,1875,47.45,31.79,88968.75,59606.25,29362.50,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
119,Asia,Kazakhstan,"Baby Food",Online,M,2016-01-30T00:00:00.000000Z,446566617,2016-02-16T00:00:00.000000Z,7841,255.28,159.42,2001650.48,1250012.22,751638.26,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
120,"Middle East and North Africa",Kuwait,Clothes,Online,C,2012-05-20T00:00:00.000000Z,521802794,2012-06-26T00:00:00.000000Z,1897,109.28,35.84,207304.16,67988.48,139315.68,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
121,"Sub-Saharan Africa",Gabon,Fruits,Offline,L,2014-06-26T00:00:00.000000Z,120191133,2014-07-17T00:00:00.000000Z,6082,9.33,6.92,56745.06,42087.44,14657.62,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
122,"Central America and the Caribbean","El Salvador","Personal Care",Online,C,2014-12-21T00:00:00.000000Z,532405459,2015-01-20T00:00:00.000000Z,9462,81.73,56.67,773329.26,536211.54,237117.72,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
123,Europe,Sweden,"Personal Care",Offline,M,2015-01-28T00:00:00.000000Z,869432103,2015-03-05T00:00:00.000000Z,3135,81.73,56.67,256223.55,177660.45,78563.10,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
124,"Sub-Saharan Africa",Angola,Vegetables,Online,L,2013-04-24T00:00:00.000000Z,312569892,2013-04-25T00:00:00.000000Z,5232,154.06,90.93,806041.92,475745.76,330296.16,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
125,Asia,"Sri Lanka","Office Supplies",Online,L,2016-10-28T00:00:00.000000Z,363430154,2016-10-28T00:00:00.000000Z,5914,651.21,524.96,3851255.94,3104613.44,746642.50,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
126,Europe,Cyprus,Clothes,Online,C,2014-11-22T00:00:00.000000Z,793936717,2015-01-08T00:00:00.000000Z,2372,109.28,35.84,259212.16,85012.48,174199.68,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
127,"Central America and the Caribbean",Honduras,Snacks,Offline,M,2013-01-04T00:00:00.000000Z,996325910,2013-01-20T00:00:00.000000Z,3832,152.58,97.44,584686.56,373390.08,211296.48,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
128,"Sub-Saharan Africa",Ethiopia,Meat,Online,C,2013-12-11T00:00:00.000000Z,433146560,2014-01-04T00:00:00.000000Z,6547,421.89,364.69,2762113.83,2387625.43,374488.40,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
129,Europe,Denmark,Beverages,Online,M,2013-12-16T00:00:00.000000Z,887259995,2014-02-01T00:00:00.000000Z,8804,47.45,31.79,417749.80,279879.16,137870.64,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
130,Europe,Iceland,Household,Online,M,2014-03-02T00:00:00.000000Z,611840045,2014-03-02T00:00:00.000000Z,5921,668.27,502.54,3956826.67,2975539.34,981287.33,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
131,"Sub-Saharan Africa",Liberia,Cereal,Online,L,2016-09-28T00:00:00.000000Z,180373036,2016-10-14T00:00:00.000000Z,5245,205.70,117.11,1078896.50,614241.95,464654.55,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
132,"Sub-Saharan Africa","South Africa",Meat,Online,H,2013-07-29T00:00:00.000000Z,236657798,2013-08-09T00:00:00.000000Z,1156,421.89,364.69,487704.84,421581.64,66123.20,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
133,"Sub-Saharan Africa",Mali,Beverages,Online,L,2012-10-02T00:00:00.000000Z,144805657,2012-10-17T00:00:00.000000Z,67,47.45,31.79,3179.15,2129.93,1049.22,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
134,"Middle East and North Africa",Egypt,"Personal Care",Online,C,2012-01-30T00:00:00.000000Z,239240443,2012-03-20T00:00:00.000000Z,5418,81.73,56.67,442813.14,307038.06,135775.08,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
135,Europe,"Moldova ",Meat,Offline,C,2010-06-03T00:00:00.000000Z,474698483,2010-07-18T00:00:00.000000Z,2685,421.89,364.69,1132774.65,979192.65,153582.00,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
136,Europe,Montenegro,"Personal Care",Offline,H,2011-06-28T00:00:00.000000Z,876228606,2011-07-20T00:00:00.000000Z,4371,81.73,56.67,357241.83,247704.57,109537.26,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
137,"Australia and Oceania",Nauru,Household,Online,L,2012-06-30T00:00:00.000000Z,189192140,2012-07-16T00:00:00.000000Z,5013,668.27,502.54,3350037.51,2519233.02,830804.49,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
138,Asia,"Sri Lanka",Household,Offline,H,2015-07-02T00:00:00.000000Z,829262912,2015-08-21T00:00:00.000000Z,6179,668.27,502.54,4129240.33,3105194.66,1024045.67,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
139,"Australia and Oceania",Kiribati,Cosmetics,Offline,L,2016-01-19T00:00:00.000000Z,332427251,2016-01-26T00:00:00.000000Z,1466,437.20,263.33,640935.20,386041.78,254893.42,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
140,"Sub-Saharan Africa",Senegal,"Baby Food",Online,C,2014-07-21T00:00:00.000000Z,804983985,2014-08-03T00:00:00.000000Z,1505,255.28,159.42,384196.40,239927.10,144269.30,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
141,"Middle East and North Africa",Iran,"Office Supplies",Offline,M,2012-06-23T00:00:00.000000Z,373544442,2012-06-28T00:00:00.000000Z,8956,651.21,524.96,5832236.76,4701541.76,1130695.00,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
142,"Central America and the Caribbean",Grenada,Cosmetics,Online,M,2016-02-20T00:00:00.000000Z,835032451,2016-02-29T00:00:00.000000Z,3513,437.20,263.33,1535883.60,925078.29,610805.31,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
143,"Sub-Saharan Africa","Democratic Republic of the Congo",Meat,Online,M,2010-03-16T00:00:00.000000Z,906684339,2010-03-29T00:00:00.000000Z,6899,421.89,364.69,2910619.11,2515996.31,394622.80,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
144,Europe,"Vatican City",Snacks,Offline,L,2014-06-26T00:00:00.000000Z,276048934,2014-08-09T00:00:00.000000Z,7869,152.58,97.44,1200652.02,766755.36,433896.66,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
145,"Sub-Saharan Africa","South Sudan",Vegetables,Online,C,2011-12-26T00:00:00.000000Z,950987565,2012-02-07T00:00:00.000000Z,7208,154.06,90.93,1110464.48,655423.44,455041.04,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
146,Asia,"North Korea",Vegetables,Offline,M,2013-04-15T00:00:00.000000Z,509674060,2013-05-22T00:00:00.000000Z,2735,154.06,90.93,421354.10,248693.55,172660.55,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
147,"Middle East and North Africa",Jordan,Household,Offline,L,2014-11-22T00:00:00.000000Z,650594747,2014-12-12T00:00:00.000000Z,4298,668.27,502.54,2872224.46,2159916.92,712307.54,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
148,"Sub-Saharan Africa","Sao Tome and Principe",Meat,Offline,M,2010-07-28T00:00:00.000000Z,442548453,2010-08-18T00:00:00.000000Z,8777,421.89,364.69,3702928.53,3200884.13,502044.40,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
149,Europe,Romania,Clothes,Offline,H,2010-04-25T00:00:00.000000Z,374646508,2010-05-29T00:00:00.000000Z,5082,109.28,35.84,555360.96,182138.88,373222.08,2024-11-04T04:05:00.000000Z,2024-11-04T04:05:00.000000Z
150,"Sub-Saharan Africa","Seychelles ",Fruits,Online,M,2013-10-24T00:00:00.000000Z,106312739,2013-12-04T00:00:00.000000Z,9157,9.33,6.92,85434.81,63366.44,22068.37,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
151,"Sub-Saharan Africa",Gabon,Clothes,Offline,H,2014-04-04T00:00:00.000000Z,717283475,2014-05-10T00:00:00.000000Z,8975,109.28,35.84,980788.00,321664.00,659124.00,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
152,"Middle East and North Africa","Tunisia ",Cereal,Offline,C,2017-04-01T00:00:00.000000Z,657607543,2017-04-03T00:00:00.000000Z,9540,205.70,117.11,1962378.00,1117229.40,845148.60,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
153,Europe,France,Household,Offline,M,2014-04-28T00:00:00.000000Z,697646272,2014-06-05T00:00:00.000000Z,7890,668.27,502.54,5272650.30,3965040.60,1307609.70,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
154,Europe,Montenegro,Fruits,Online,M,2017-01-01T00:00:00.000000Z,778073489,2017-01-28T00:00:00.000000Z,8091,9.33,6.92,75489.03,55989.72,19499.31,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
155,"Sub-Saharan Africa",Mali,Cosmetics,Offline,C,2015-02-28T00:00:00.000000Z,459875524,2015-03-17T00:00:00.000000Z,6242,437.20,263.33,2729002.40,1643705.86,1085296.54,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
156,Asia,Taiwan,Snacks,Online,L,2011-02-03T00:00:00.000000Z,274351203,2011-03-21T00:00:00.000000Z,5472,152.58,97.44,834917.76,533191.68,301726.08,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
157,"Australia and Oceania",Fiji,Meat,Offline,M,2015-09-25T00:00:00.000000Z,373111855,2015-10-07T00:00:00.000000Z,944,421.89,364.69,398264.16,344267.36,53996.80,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
158,"Middle East and North Africa",Lebanon,"Personal Care",Offline,M,2014-07-29T00:00:00.000000Z,978081309,2014-08-02T00:00:00.000000Z,4849,81.73,56.67,396308.77,274792.83,121515.94,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
159,"Sub-Saharan Africa",Guinea,"Baby Food",Offline,H,2016-11-23T00:00:00.000000Z,131495893,2016-12-17T00:00:00.000000Z,1412,255.28,159.42,360455.36,225101.04,135354.32,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
160,"Sub-Saharan Africa","Sierra Leone","Baby Food",Online,H,2014-02-08T00:00:00.000000Z,445904433,2014-02-17T00:00:00.000000Z,1886,255.28,159.42,481458.08,300666.12,180791.96,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
161,"Central America and the Caribbean",Honduras,"Office Supplies",Offline,M,2013-10-30T00:00:00.000000Z,554168260,2013-11-14T00:00:00.000000Z,9558,651.21,524.96,6224265.18,5017567.68,1206697.50,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
162,"North America",Greenland,Vegetables,Offline,M,2013-05-22T00:00:00.000000Z,959461200,2013-06-22T00:00:00.000000Z,4745,154.06,90.93,731014.70,431462.85,299551.85,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
163,Asia,Indonesia,Meat,Offline,C,2011-03-06T00:00:00.000000Z,885269582,2011-03-18T00:00:00.000000Z,9797,421.89,364.69,4133256.33,3572867.93,560388.40,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
164,"Sub-Saharan Africa",Togo,Clothes,Offline,C,2010-06-09T00:00:00.000000Z,525392234,2010-06-10T00:00:00.000000Z,4092,109.28,35.84,447173.76,146657.28,300516.48,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
165,"Sub-Saharan Africa","Mauritius ","Personal Care",Online,H,2015-06-24T00:00:00.000000Z,593940484,2015-06-28T00:00:00.000000Z,9043,81.73,56.67,739084.39,512466.81,226617.58,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
166,"Sub-Saharan Africa","Sierra Leone",Snacks,Offline,M,2012-09-26T00:00:00.000000Z,975338160,2012-10-10T00:00:00.000000Z,3091,152.58,97.44,471624.78,301187.04,170437.74,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
167,Asia,Cambodia,Beverages,Online,C,2012-06-10T00:00:00.000000Z,274321591,2012-07-21T00:00:00.000000Z,6710,47.45,31.79,318389.50,213310.90,105078.60,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
168,"Central America and the Caribbean",Jamaica,Vegetables,Offline,L,2014-07-09T00:00:00.000000Z,765939605,2014-08-07T00:00:00.000000Z,7405,154.06,90.93,1140814.30,673336.65,467477.65,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
169,"Australia and Oceania",Kiribati,Vegetables,Online,C,2012-05-24T00:00:00.000000Z,745553529,2012-06-30T00:00:00.000000Z,4712,154.06,90.93,725930.72,428462.16,297468.56,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
170,"Central America and the Caribbean","Dominican Republic",Vegetables,Offline,L,2011-11-29T00:00:00.000000Z,378837192,2011-12-11T00:00:00.000000Z,5198,154.06,90.93,800803.88,472654.14,328149.74,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
171,Asia,Tajikistan,"Office Supplies",Online,M,2012-05-28T00:00:00.000000Z,351776921,2012-06-14T00:00:00.000000Z,7463,651.21,524.96,4859980.23,3917776.48,942203.75,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
172,Europe,Netherlands,Beverages,Offline,M,2010-07-02T00:00:00.000000Z,520671546,2010-08-21T00:00:00.000000Z,7136,47.45,31.79,338603.20,226853.44,111749.76,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
173,Europe,Iceland,Household,Offline,C,2011-06-11T00:00:00.000000Z,362132394,2011-07-02T00:00:00.000000Z,1878,668.27,502.54,1255011.06,943770.12,311240.94,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
174,Asia,Taiwan,Beverages,Offline,C,2010-03-14T00:00:00.000000Z,323083293,2010-04-16T00:00:00.000000Z,6381,47.45,31.79,302778.45,202851.99,99926.46,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
175,"Sub-Saharan Africa",Gabon,Fruits,Offline,L,2010-05-12T00:00:00.000000Z,470760571,2010-06-30T00:00:00.000000Z,7369,9.33,6.92,68752.77,50993.48,17759.29,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
176,"Sub-Saharan Africa",Guinea-Bissau,Snacks,Online,M,2012-10-23T00:00:00.000000Z,942713057,2012-11-13T00:00:00.000000Z,8598,152.58,97.44,1311882.84,837789.12,474093.72,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
177,"North America","United States of America",Cereal,Online,L,2011-11-30T00:00:00.000000Z,596802079,2011-12-14T00:00:00.000000Z,5852,205.70,117.11,1203756.40,685327.72,518428.68,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
178,"Sub-Saharan Africa",Rwanda,Snacks,Offline,M,2014-06-18T00:00:00.000000Z,161201465,2014-07-22T00:00:00.000000Z,1950,152.58,97.44,297531.00,190008.00,107523.00,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
179,Europe,Cyprus,Household,Online,H,2013-03-03T00:00:00.000000Z,884397542,2013-04-17T00:00:00.000000Z,1741,668.27,502.54,1163458.07,874922.14,288535.93,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
180,Asia,Brunei,Cosmetics,Online,M,2013-03-04T00:00:00.000000Z,485189139,2013-03-06T00:00:00.000000Z,7103,437.20,263.33,3105431.60,1870432.99,1234998.61,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
181,"Sub-Saharan Africa","Seychelles ","Personal Care",Offline,M,2013-02-04T00:00:00.000000Z,802687585,2013-03-02T00:00:00.000000Z,1949,81.73,56.67,159291.77,110449.83,48841.94,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
182,"Middle East and North Africa",Jordan,"Office Supplies",Online,C,2016-06-03T00:00:00.000000Z,146316707,2016-06-25T00:00:00.000000Z,7220,651.21,524.96,4701736.20,3790211.20,911525.00,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
183,"Middle East and North Africa",Pakistan,Snacks,Online,M,2012-07-20T00:00:00.000000Z,945812833,2012-07-30T00:00:00.000000Z,5890,152.58,97.44,898696.20,573921.60,324774.60,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
184,"Central America and the Caribbean",Barbados,Fruits,Offline,C,2010-11-15T00:00:00.000000Z,301224792,2010-11-15T00:00:00.000000Z,7965,9.33,6.92,74313.45,55117.80,19195.65,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
185,"Sub-Saharan Africa",Comoros,Meat,Online,M,2014-04-13T00:00:00.000000Z,332913911,2014-04-25T00:00:00.000000Z,5479,421.89,364.69,2311535.31,1998136.51,313398.80,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
186,"Central America and the Caribbean","The Bahamas",Clothes,Online,L,2015-05-15T00:00:00.000000Z,531554019,2015-05-21T00:00:00.000000Z,7501,109.28,35.84,819709.28,268835.84,550873.44,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
187,"Sub-Saharan Africa","South Sudan","Baby Food",Online,H,2015-05-13T00:00:00.000000Z,908131444,2015-05-19T00:00:00.000000Z,5130,255.28,159.42,1309586.40,817824.60,491761.80,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
188,"Sub-Saharan Africa",Nigeria,Cosmetics,Offline,M,2012-10-10T00:00:00.000000Z,643945014,2012-11-02T00:00:00.000000Z,6494,437.20,263.33,2839176.80,1710065.02,1129111.78,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
189,Europe,Ukraine,Beverages,Offline,M,2014-10-04T00:00:00.000000Z,340606057,2014-11-04T00:00:00.000000Z,1756,47.45,31.79,83322.20,55823.24,27498.96,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
190,Europe,France,Cosmetics,Online,C,2010-08-02T00:00:00.000000Z,670038402,2010-09-16T00:00:00.000000Z,8108,437.20,263.33,3544817.60,2135079.64,1409737.96,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
191,"Sub-Saharan Africa",Burundi,"Office Supplies",Online,M,2013-04-29T00:00:00.000000Z,124478375,2013-06-07T00:00:00.000000Z,4772,651.21,524.96,3107574.12,2505109.12,602465.00,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
192,"Middle East and North Africa",Syria,Vegetables,Offline,H,2010-08-07T00:00:00.000000Z,866474807,2010-09-04T00:00:00.000000Z,8005,154.06,90.93,1233250.30,727894.65,505355.65,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
193,"Sub-Saharan Africa",Botswana,Fruits,Online,L,2013-10-25T00:00:00.000000Z,178889024,2013-12-05T00:00:00.000000Z,6092,9.33,6.92,56838.36,42156.64,14681.72,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
194,"Australia and Oceania","Papua New Guinea",Snacks,Offline,H,2016-07-07T00:00:00.000000Z,814894855,2016-08-20T00:00:00.000000Z,4351,152.58,97.44,663875.58,423961.44,239914.14,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
195,Asia,Kazakhstan,Cosmetics,Offline,M,2013-04-20T00:00:00.000000Z,647978627,2013-05-05T00:00:00.000000Z,130,437.20,263.33,56836.00,34232.90,22603.10,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
196,"Middle East and North Africa",Jordan,Clothes,Online,M,2011-03-16T00:00:00.000000Z,321939170,2011-04-08T00:00:00.000000Z,7809,109.28,35.84,853367.52,279874.56,573492.96,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
197,"Central America and the Caribbean","Dominican Republic","Personal Care",Online,H,2010-09-30T00:00:00.000000Z,100887811,2010-11-19T00:00:00.000000Z,3800,81.73,56.67,310574.00,215346.00,95228.00,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
198,"Sub-Saharan Africa",Namibia,Beverages,Online,C,2017-04-19T00:00:00.000000Z,319248378,2017-05-01T00:00:00.000000Z,1544,47.45,31.79,73262.80,49083.76,24179.04,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
199,Europe,Hungary,Household,Online,H,2014-07-31T00:00:00.000000Z,931757199,2014-09-14T00:00:00.000000Z,6516,668.27,502.54,4354447.32,3274550.64,1079896.68,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
200,Asia,Malaysia,Snacks,Offline,C,2013-11-18T00:00:00.000000Z,163463103,2013-12-05T00:00:00.000000Z,1220,152.58,97.44,186147.60,118876.80,67270.80,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
201,"Sub-Saharan Africa",Burundi,Cosmetics,Offline,L,2012-05-30T00:00:00.000000Z,359727418,2012-06-13T00:00:00.000000Z,192,437.20,263.33,83942.40,50559.36,33383.04,2024-11-04T04:05:01.000000Z,2024-11-04T04:05:01.000000Z
